,married couples and consensual unions together,lone parent with child(ren),together,together.1,of which: two-family household,Unnamed: 5,total,of which: one-person household,Unnamed: 8,county,ind
J01 K01 Magyarpolány,286,39,325,4,4,329,151,137,480,Veszprém county,J01 K01 Magyarpolány
J05 K05 Malomsok,108,19,127,5,5,132,78,72,210,Veszprém county,J05 K05 Malomsok
J05 K05 Marcalgergelyi,77,15,92,5,5,97,48,42,145,Veszprém county,J05 K05 Marcalgergelyi
J05 K05 Marcaltõ,171,34,205,10,10,215,96,89,311,Veszprém county,J05 K05 Marcaltõ
J09 K09 Márkó,281,51,332,8,8,340,85,76,425,Veszprém county,J09 K09 Márkó
J06 K06 Megyer,2,4,6,.,.,6,4,4,10,Veszprém county,J06 K06 Megyer
J09 K09 Mencshely,40,11,51,4,3,55,47,45,102,Veszprém county,J09 K09 Mencshely
J05 K05 Mezõlak,225,45,270,9,9,279,105,95,384,Veszprém county,J05 K05 Mezõlak
J05 K05 Mihályháza,174,33,207,10,10,217,57,48,274,Veszprém county,J05 K05 Mihályháza
J07 K07 Mindszentkálla,42,15,57,2,2,59,48,45,107,Veszprém county,J07 K07 Mindszentkálla
J07 K07 Monostorapáti,265,63,328,4,4,332,144,137,476,Veszprém county,J07 K07 Monostorapáti
J03 K03 Monoszló,22,8,30,.,.,30,16,14,46,Veszprém county,J03 K03 Monoszló
J05 K05 Nagyacsád,138,26,164,9,9,173,68,64,241,Veszprém county,J05 K05 Nagyacsád
J04 K04 Nagyalásony,109,16,125,3,3,128,48,45,176,Veszprém county,J04 K04 Nagyalásony
J05 K05 Nagydém,77,14,91,3,3,94,31,27,125,Veszprém county,J05 K05 Nagydém
J10 K10 Nagyesztergár,231,44,275,23,23,298,87,78,385,Veszprém county,J10 K10 Nagyesztergár
J05 K05 Nagygyimót,119,23,142,6,6,148,59,52,207,Veszprém county,J05 K05 Nagygyimót
J04 K04 Nagypirit,57,18,75,1,1,76,32,23,108,Veszprém county,J04 K04 Nagypirit
J05 K05 Nagytevel,108,24,132,5,5,137,51,44,188,Veszprém county,J05 K05 Nagytevel
J09 K09 Nagyvázsony,410,69,479,11,11,490,188,175,678,Veszprém county,J09 K09 Nagyvázsony
J05 K05 Nemesgörzsöny,166,33,199,6,4,205,63,57,268,Veszprém county,J05 K05 Nemesgörzsöny
J07 K07 Nemesgulács,219,30,249,10,10,259,99,91,358,Veszprém county,J07 K07 Nemesgulács
J06 K06 Nemeshany,83,15,98,4,4,102,46,46,148,Veszprém county,J06 K06 Nemeshany
J09 K09 Nemesvámos,597,109,706,23,22,729,201,188,930,Veszprém county,J09 K09 Nemesvámos
J07 K07 Nemesvita,73,13,86,.,.,86,54,53,140,Veszprém county,J07 K07 Nemesvita
J05 K05 Nemesszalók,214,39,253,10,10,263,114,105,377,Veszprém county,J05 K05 Nemesszalók
J05 K05 Németbánya,20,3,23,.,.,23,22,22,45,Veszprém county,J05 K05 Németbánya
J05 K05 Nóráp,49,7,56,1,1,57,20,20,77,Veszprém county,J05 K05 Nóráp
J04 K01 Noszlop,210,50,260,4,4,264,125,110,389,Veszprém county,J04 K01 Noszlop
J05 K05 Nyárád,185,42,227,11,10,238,97,86,335,Veszprém county,J05 K05 Nyárád
J01 K01 Nyirád,448,80,528,8,8,536,196,184,732,Veszprém county,J01 K01 Nyirád
J03 K03 Óbudavár,10,2,12,.,.,12,7,7,19,Veszprém county,J03 K03 Óbudavár
J10 K10 Olaszfalu,239,43,282,13,13,295,102,91,397,Veszprém county,J10 K10 Olaszfalu
J04 K04 Oroszi,27,1,28,1,1,29,33,30,62,Veszprém county,J04 K04 Oroszi
J01 K01 Öcs,40,11,51,.,.,51,35,34,86,Veszprém county,J01 K01 Öcs
J03 K03 Örvényes,37,9,46,.,.,46,23,21,69,Veszprém county,J03 K03 Örvényes
J08 K08 Õsi,410,118,528,19,17,547,219,201,766,Veszprém county,J08 K08 Õsi
J08 K08 Öskü,517,113,630,17,16,647,198,175,845,Veszprém county,J08 K08 Öskü
J03 K03 Paloznak,98,23,121,2,2,123,68,59,191,Veszprém county,J03 K03 Paloznak
J05 K05 Pápadereske,57,8,65,4,4,69,28,22,97,Veszprém county,J05 K05 Pápadereske
J05 K05 Pápakovácsi,110,13,123,1,1,124,52,48,176,Veszprém county,J05 K05 Pápakovácsi
J05 K05 Pápasalamon,65,20,85,1,1,86,61,52,147,Veszprém county,J05 K05 Pápasalamon
J05 K05 Pápateszér,248,60,308,5,5,313,143,136,456,Veszprém county,J05 K05 Pápateszér
J02 K09 Papkeszi,333,62,395,16,15,411,161,153,572,Veszprém county,J02 K09 Papkeszi
J03 K03 Pécsely,108,17,125,8,8,133,66,60,199,Veszprém county,J03 K03 Pécsely
J10 K10 Pénzesgyõr,77,15,92,2,2,94,37,36,131,Veszprém county,J10 K10 Pénzesgyõr
J08 K08 Pétfürdõ,1047,271,1318,23,23,1341,610,562,1951,Veszprém county,J08 K08 Pétfürdõ
J10 K10 Porva,89,23,112,3,3,115,39,35,154,Veszprém county,J10 K10 Porva
J09 K09 Pula,37,9,46,.,.,46,28,26,74,Veszprém county,J09 K09 Pula
J04 K04 Pusztamiske,68,26,94,5,5,99,32,29,131,Veszprém county,J04 K04 Pusztamiske
J07 K07 Raposka,53,9,62,.,.,62,20,18,82,Veszprém county,J07 K07 Raposka
J07 K07 Révfülöp,262,45,307,7,6,314,176,166,490,Veszprém county,J07 K07 Révfülöp
J06 K06 Rigács,37,8,45,1,1,46,23,23,69,Veszprém county,J06 K06 Rigács
J07 K07 Salföld,8,3,11,2,2,13,17,16,30,Veszprém county,J07 K07 Salföld
J07 K07 Sáska,60,12,72,4,4,76,38,36,114,Veszprém county,J07 K07 Sáska
J09 K09 Sóly,102,19,121,4,4,125,36,31,161,Veszprém county,J09 K09 Sóly
J04 K04 Somlójenõ,60,11,71,3,3,74,38,33,112,Veszprém county,J04 K04 Somlójenõ
J04 K04 Somlószõlõs,139,33,172,7,7,179,85,79,264,Veszprém county,J04 K04 Somlószõlõs
J04 K04 Somlóvásárhely,246,58,304,3,3,307,134,123,441,Veszprém county,J04 K04 Somlóvásárhely
J04 K04 Somlóvecse,20,1,21,.,.,21,22,20,43,Veszprém county,J04 K04 Somlóvecse
J06 K06 Sümegprága,125,30,155,3,3,158,57,47,215,Veszprém county,J06 K06 Sümegprága
J10 K10 Szápár,99,23,122,6,6,128,50,46,178,Veszprém county,J10 K10 Szápár
J03 K03 Szentantalfa,80,7,87,4,3,91,29,25,120,Veszprém county,J03 K03 Szentantalfa
J07 K07 Szentbékkálla,42,10,52,.,.,52,37,37,89,Veszprém county,J07 K07 Szentbékkálla
J09 K09 Szentgál,591,136,727,15,15,742,277,243,1019,Veszprém county,J09 K09 Szentgál
J06 K06 Szentimrefalva,41,10,51,1,1,52,25,22,77,Veszprém county,J06 K06 Szentimrefalva
J03 K03 Szentjakabfa,24,4,28,1,1,29,13,12,42,Veszprém county,J03 K03 Szentjakabfa
J09 K02 Szentkirályszabadja,419,83,502,19,18,521,171,153,692,Veszprém county,J09 K02 Szentkirályszabadja
J07 K07 Szigliget,200,37,237,3,3,240,116,110,356,Veszprém county,J07 K07 Szigliget
J01 K01 Szõc,50,15,65,.,.,65,44,39,109,Veszprém county,J01 K01 Szõc
J03 K03 Tagyon,21,1,22,.,.,22,13,12,35,Veszprém county,J03 K03 Tagyon
J05 K05 Takácsi,171,44,215,18,18,233,98,86,331,Veszprém county,J05 K05 Takácsi
J07 K07 Taliándörögd,162,29,191,4,3,195,68,63,263,Veszprém county,J07 K07 Taliándörögd
J08 K08 Tés,196,47,243,4,4,247,122,114,369,Veszprém county,J08 K08 Tés
J03 K03 Tihany,299,56,355,16,15,371,212,201,583,Veszprém county,J03 K03 Tihany
J09 K09 Tótvázsony,285,49,334,9,9,343,108,98,451,Veszprém county,J09 K09 Tótvázsony
J04 K04 Tüskevár,127,24,151,3,3,154,64,62,218,Veszprém county,J04 K04 Tüskevár
J05 K05 Ugod,324,52,376,13,13,389,169,155,558,Veszprém county,J05 K05 Ugod
J06 K06 Ukk,80,11,91,3,3,94,44,41,138,Veszprém county,J06 K06 Ukk
J01 K01 Úrkút,461,81,542,28,28,570,182,159,752,Veszprém county,J01 K01 Úrkút
J07 K07 Uzsa,79,17,96,.,.,96,48,45,144,Veszprém county,J07 K07 Uzsa
J05 K05 Vanyola,120,25,145,3,3,148,63,57,211,Veszprém county,J05 K05 Vanyola
J05 K05 Várkeszõ,34,9,43,2,2,45,25,22,70,Veszprém county,J05 K05 Várkeszõ
J01 K01 Városlõd,296,63,359,16,16,375,126,116,501,Veszprém county,J01 K01 Városlõd
J05 K05 Vaszar,342,67,409,8,8,417,191,174,608,Veszprém county,J05 K05 Vaszar
J03 K03 Vászoly,58,3,61,3,3,64,39,39,103,Veszprém county,J03 K03 Vászoly
J09 K09 Veszprémfajsz,54,11,65,4,4,69,23,21,92,Veszprém county,J09 K09 Veszprémfajsz
J06 K06 Veszprémgalsa,52,11,63,6,6,69,34,29,103,Veszprém county,J06 K06 Veszprémgalsa
J04 K04 Vid,28,9,37,.,.,37,11,10,48,Veszprém county,J04 K04 Vid
J07 K07 Vigántpetend,25,18,43,1,1,44,32,30,76,Veszprém county,J07 K07 Vigántpetend
J08 K09 Vilonya,140,30,170,5,5,175,61,54,236,Veszprém county,J08 K09 Vilonya
J05 K05 Vinár,52,10,62,2,2,64,18,17,82,Veszprém county,J05 K05 Vinár
J09 K09 Vöröstó,14,6,20,1,1,21,17,15,38,Veszprém county,J09 K09 Vöröstó
J06 K06 Zalaerdõd,63,15,78,1,1,79,45,42,124,Veszprém county,J06 K06 Zalaerdõd
J06 K06 Zalagyömörõ,96,14,110,4,4,114,45,42,159,Veszprém county,J06 K06 Zalagyömörõ
J07 K07 Zalahaláp,270,44,314,16,16,330,95,90,425,Veszprém county,J07 K07 Zalahaláp
J06 K06 Zalameggyes,9,.,9,.,.,9,14,14,23,Veszprém county,J06 K06 Zalameggyes
J06 K06 Zalaszegvár,28,7,35,.,.,35,21,18,56,Veszprém county,J06 K06 Zalaszegvár
J03 K03 Zánka,199,39,238,3,3,241,134,126,375,Veszprém county,J03 K03 Zánka
County total,77198,17446,94644,1994,1945,96638,45336,41795,141974,Veszprém county,County total
Towns of county right,24263,6099,30362,434,430,30796,15731,14470,46527,Zala county,Towns of county right
Other towns,11092,2608,13700,287,276,13987,7095,6515,21082,Zala county,Other towns
Towns together,35355,8707,44062,721,706,44783,22826,20985,67609,Zala county,Towns together
Villages,26256,5613,31869,1241,1216,33110,14124,12665,47234,Zala county,Villages
County total,61611,14320,75931,1962,1922,77893,36950,33650,114843,Zala county,County total
Districts,,,,,,,,,,Zala county,Districts
J01 Keszthelyi,10833,2451,13284,335,328,13619,6775,6207,20394,Zala county,J01 Keszthelyi
J02 Lenti,4465,969,5434,153,150,5587,2543,2296,8130,Zala county,J02 Lenti
J03 Letenyei,3397,771,4168,137,133,4305,1893,1659,6198,Zala county,J03 Letenyei
J04 Nagykanizsai,17218,4169,21387,512,499,21899,10392,9430,32291,Zala county,J04 Nagykanizsai
J05 Zalaegerszegi,22389,5195,27584,706,693,28290,13363,12259,41653,Zala county,J05 Zalaegerszegi
J06 Zalaszentgróti,3309,765,4074,119,119,4193,1984,1799,6177,Zala county,J06 Zalaszentgróti
Statistical micro-regions,,,,,,,,,,Zala county,Statistical micro-regions
K01 Hévízi,2964,642,3606,108,106,3714,1741,1607,5455,Zala county,K01 Hévízi
K02 Keszthelyi,7415,1696,9111,200,195,9311,4758,4348,14069,Zala county,K02 Keszthelyi
K03 Lenti,4749,1025,5774,162,159,5936,2717,2463,8653,Zala county,K03 Lenti
K04 Letenyei,3397,771,4168,137,133,4305,1893,1659,6198,Zala county,K04 Letenyei
K05 Nagykanizsai,14328,3562,17890,373,365,18263,8695,7899,26958,Zala county,K05 Nagykanizsai
K06 Pacsai,2074,475,2549,108,106,2657,1217,1106,3874,Zala county,K06 Pacsai
K07 Zalaegerszegi,20430,4758,25188,609,598,25797,12220,11212,38017,Zala county,K07 Zalaegerszegi
K08 Zalakarosi,2612,538,3150,125,120,3275,1534,1385,4809,Zala county,K08 Zalakarosi
K09 Zalaszentgróti,3642,853,4495,140,140,4635,2175,1971,6810,Zala county,K09 Zalaszentgróti
Size-groups of population,,,,,,,,,,Zala county,Size-groups of population
Towns,,,,,,,,,,Zala county,Towns
Together,35355,8707,44062,721,706,44783,22826,20985,67609,Zala county,Together
Villages,,,,,,,,,,Zala county,Villages
  199 and less,1604,407,2011,63,63,2074,1397,1285,3471,Zala county,  199 and less
Together,26256,5613,31869,1241,1216,33110,14124,12665,47234,Zala county,Together
Total,61611,14320,75931,1962,1922,77893,36950,33650,114843,Zala county,Total
Of which:,,,,,,,,,,Zala county,Of which:
Data of localities,,,,,,,,,,Zala county,Data of localities
County seat,,,,,,,,,,Zala county,County seat
J05 K07 Zalaegerszeg,13192,3209,16401,243,242,16644,8635,7978,25279,Zala county,J05 K07 Zalaegerszeg
Other town of county right,,,,,,,,,,Zala county,Other town of county right
J04 K05 Nagykanizsa,11071,2890,13961,191,188,14152,7096,6492,21248,Zala county,J04 K05 Nagykanizsa
Other towns,,,,,,,,,,Zala county,Other towns
J01 K01 Hévíz,1020,249,1269,28,26,1297,835,778,2132,Zala county,J01 K01 Hévíz
J01 K02 Keszthely,4450,1109,5559,87,82,5646,3185,2936,8831,Zala county,J01 K02 Keszthely
J02 K03 Lenti,1851,412,2263,53,51,2316,958,880,3274,Zala county,J02 K03 Lenti
J03 K04 Letenye,847,219,1066,30,29,1096,426,370,1522,Zala county,J03 K04 Letenye
J05 K06 Pacsa,368,80,448,15,15,463,192,174,655,Zala county,J05 K06 Pacsa
J04 K08 Zalakaros,439,55,494,12,12,506,263,246,769,Zala county,J04 K08 Zalakaros
J05 K07 Zalalövõ,634,158,792,27,26,819,326,299,1145,Zala county,J05 K07 Zalalövõ
J06 K09 Zalaszentgrót,1483,326,1809,35,35,1844,910,832,2754,Zala county,J06 K09 Zalaszentgrót
Villages,,,,,,,,,,Zala county,Villages
J05 K07 Alibánfa,95,20,115,5,5,120,43,37,163,Zala county,J05 K07 Alibánfa
J05 K09 Almásháza,8,3,11,2,2,13,7,7,20,Zala county,J05 K09 Almásháza
J05 K07 Alsónemesapáti,148,39,187,8,8,195,91,83,286,Zala county,J05 K07 Alsónemesapáti
J01 K01 Alsópáhok,334,53,387,16,16,403,135,126,538,Zala county,J01 K01 Alsópáhok
J04 K06 Alsórajk,72,21,93,1,1,94,59,53,153,Zala county,J04 K06 Alsórajk
J02 K03 Alsószenterzsébet,11,.,11,.,.,11,16,15,27,Zala county,J02 K03 Alsószenterzsébet
J05 K07 Babosdöbréte,109,19,128,7,7,135,53,47,188,Zala county,J05 K07 Babosdöbréte
J02 K03 Baglad,11,2,13,1,1,14,8,8,22,Zala county,J02 K03 Baglad
J05 K07 Bagod,296,43,339,16,15,355,93,80,448,Zala county,J05 K07 Bagod
J05 K07 Bak,353,63,416,25,24,441,138,114,579,Zala county,J05 K07 Bak
J05 K07 Baktüttös,72,16,88,1,1,89,39,38,128,Zala county,J05 K07 Baktüttös
J01 K02 Balatongyörök,245,42,287,5,5,292,151,133,443,Zala county,J01 K02 Balatongyörök
J04 K08 Balatonmagyaród,78,21,99,15,15,114,62,55,176,Zala county,J04 K08 Balatonmagyaród
J03 K04 Bánokszentgyörgy,138,33,171,3,3,174,91,77,265,Zala county,J03 K04 Bánokszentgyörgy
J02 K03 Barlahida,22,9,31,2,2,33,26,23,59,Zala county,J02 K03 Barlahida
J06 K09 Batyk,77,21,98,3,3,101,46,43,147,Zala county,J06 K09 Batyk
J03 K04 Bázakerettye,164,42,206,1,1,207,117,109,324,Zala county,J03 K04 Bázakerettye
J03 K04 Becsehely,444,85,529,28,27,557,163,131,720,Zala county,J03 K04 Becsehely
J05 K07 Becsvölgye,161,49,210,9,9,219,92,85,311,Zala county,J05 K07 Becsvölgye
J04 K05 Belezna,161,39,200,12,12,212,83,75,295,Zala county,J04 K05 Belezna
J02 K03 Belsõsárd,18,7,25,.,.,25,15,15,40,Zala county,J02 K03 Belsõsárd
J05 K06 Bezeréd,28,7,35,.,.,35,40,40,75,Zala county,J05 K06 Bezeréd
J05 K07 Bocfölde,250,58,308,18,17,326,87,80,413,Zala county,J05 K07 Bocfölde
J04 K05 Bocska,67,16,83,3,3,86,31,24,117,Zala county,J04 K05 Bocska
J01 K02 Bókaháza,61,11,72,5,5,77,42,41,119,Zala county,J01 K02 Bókaháza
J05 K07 Boncodfölde,75,12,87,.,.,87,32,28,119,Zala county,J05 K07 Boncodfölde
J03 K04 Borsfa,156,32,188,5,5,193,81,66,274,Zala county,J03 K04 Borsfa
J05 K07 Böde,53,17,70,3,3,73,37,31,110,Zala county,J05 K07 Böde
J02 K03 Bödeháza,10,2,12,.,.,12,12,11,24,Zala county,J02 K03 Bödeháza
J04 K05 Börzönce,11,3,14,.,.,14,12,11,26,Zala county,J04 K05 Börzönce
J05 K06 Búcsúszentlászló,175,25,200,9,9,209,59,58,268,Zala county,J05 K06 Búcsúszentlászló
J03 K04 Bucsuta,46,10,56,.,.,56,35,30,91,Zala county,J03 K04 Bucsuta
J04 K05 Csapi,36,6,42,.,.,42,19,15,61,Zala county,J04 K05 Csapi
J05 K07 Csatár,119,26,145,6,5,151,51,45,202,Zala county,J05 K07 Csatár
J01 K01 Cserszegtomaj,682,110,792,22,22,814,247,226,1061,Zala county,J01 K01 Cserszegtomaj
J05 K03 Csertalakos,6,1,7,.,.,7,5,5,12,Zala county,J05 K03 Csertalakos
J02 K03 Csesztreg,205,32,237,11,11,248,64,58,312,Zala county,J02 K03 Csesztreg
J05 K07 Csonkahegyhát,70,13,83,4,4,87,36,34,123,Zala county,J05 K07 Csonkahegyhát
J05 K07 Csöde,18,2,20,.,.,20,18,16,38,Zala county,J05 K07 Csöde
J02 K03 Csömödér,124,39,163,7,7,170,66,55,236,Zala county,J02 K03 Csömödér
J03 K04 Csörnyeföld,94,15,109,.,.,109,65,61,174,Zala county,J03 K04 Csörnyeföld
J01 K06 Dióskál,91,23,114,6,6,120,65,62,185,Zala county,J01 K06 Dióskál
J02 K03 Dobri,33,5,38,3,3,41,35,33,76,Zala county,J02 K03 Dobri
J05 K07 Dobronhegy,31,9,40,1,1,41,16,14,57,Zala county,J05 K07 Dobronhegy
J06 K09 Döbröce,14,4,18,.,.,18,11,10,29,Zala county,J06 K09 Döbröce
J06 K09 Dötk,5,.,5,.,.,5,10,10,15,Zala county,J06 K09 Dötk
J01 K06 Egeraracsa,62,15,77,1,1,78,53,49,131,Zala county,J01 K06 Egeraracsa
J05 K07 Egervár,221,44,265,15,15,280,97,84,377,Zala county,J05 K07 Egervár
J04 K05 Eszteregnye,143,28,171,16,16,187,68,58,255,Zala county,J04 K05 Eszteregnye
J01 K02 Esztergályhorváti,93,19,112,4,4,116,58,50,174,Zala county,J01 K02 Esztergályhorváti
J01 K01 Felsõpáhok,153,19,172,8,8,180,64,54,244,Zala county,J01 K01 Felsõpáhok
J04 K06 Felsõrajk,156,40,196,10,10,206,71,65,277,Zala county,J04 K06 Felsõrajk
J02 K03 Felsõszenterzsébet,4,.,4,.,.,4,4,4,8,Zala county,J02 K03 Felsõszenterzsébet
J04 K05 Fityeház,147,35,182,3,2,185,86,75,271,Zala county,J04 K05 Fityeház
J04 K05 Fûzvölgy,29,5,34,.,.,34,19,19,53,Zala county,J04 K05 Fûzvölgy
J02 K03 Gáborjánháza,12,4,16,.,.,16,20,20,36,Zala county,J02 K03 Gáborjánháza
J04 K08 Galambok,273,44,317,13,13,330,148,138,478,Zala county,J04 K08 Galambok
J04 K08 Garabonc,149,38,187,3,3,190,65,53,255,Zala county,J04 K08 Garabonc
J05 K07 Gellénháza,378,79,457,9,9,466,183,172,649,Zala county,J05 K07 Gellénháza
J04 K08 Gelse,246,45,291,19,16,310,105,90,415,Zala county,J04 K08 Gelse
J04 K05 Gelsesziget,62,8,70,4,3,74,27,21,101,Zala county,J04 K05 Gelsesziget
J01 K02 Gétye,22,1,23,.,.,23,25,23,48,Zala county,J01 K02 Gétye
J05 K07 Gombosszeg,6,3,9,.,.,9,8,7,17,Zala county,J05 K07 Gombosszeg
J02 K03 Gosztola,13,1,14,1,1,15,5,5,20,Zala county,J02 K03 Gosztola
J05 K07 Gõsfa,65,11,76,3,2,79,31,25,110,Zala county,J05 K07 Gõsfa
J05 K03 Gutorfölde,254,47,301,9,9,310,139,132,449,Zala county,J05 K03 Gutorfölde
J01 K02 Gyenesdiás,787,148,935,27,27,962,343,307,1305,Zala county,J01 K02 Gyenesdiás
J05 K07 Gyûrûs,20,2,22,1,1,23,11,11,34,Zala county,J05 K07 Gyûrûs
J05 K07 Hagyárosbörönd,62,14,76,9,8,85,22,19,107,Zala county,J05 K07 Hagyárosbörönd
J04 K05 Hahót,220,48,268,14,14,282,158,136,440,Zala county,J04 K05 Hahót
J02 K03 Hernyék,18,12,30,.,.,30,17,16,47,Zala county,J02 K03 Hernyék
J04 K05 Homokkomárom,44,6,50,1,1,51,43,37,94,Zala county,J04 K05 Homokkomárom
J04 K05 Hosszúvölgy,41,7,48,3,3,51,17,14,68,Zala county,J04 K05 Hosszúvölgy
J05 K07 Hottó,76,18,94,.,.,94,26,21,120,Zala county,J05 K07 Hottó
J05 K07 Iborfia,1,1,2,.,.,2,6,6,8,Zala county,J05 K07 Iborfia
J02 K03 Iklódbördõce,62,16,78,1,1,79,37,30,116,Zala county,J02 K03 Iklódbördõce
J04 K05 Kacorlak,37,12,49,3,3,52,26,24,78,Zala county,J04 K05 Kacorlak
J06 K09 Kallósd,14,7,21,1,1,22,20,18,42,Zala county,J06 K09 Kallósd
J02 K03 Kálócfa,37,2,39,2,2,41,28,23,69,Zala county,J02 K03 Kálócfa
J02 K03 Kányavár,21,7,28,1,1,29,27,24,56,Zala county,J02 K03 Kányavár
J01 K02 Karmacs,191,36,227,6,6,233,96,85,329,Zala county,J01 K02 Karmacs
J05 K07 Kávás,54,5,59,2,2,61,26,24,87,Zala county,J05 K07 Kávás
J06 K09 Kehidakustány,245,65,310,7,7,317,133,120,450,Zala county,J06 K09 Kehidakustány
J05 K07 Kemendollár,105,24,129,8,8,137,58,52,195,Zala county,J05 K07 Kemendollár
J05 K07 Keménfa,12,5,17,3,3,20,22,20,42,Zala county,J05 K07 Keménfa
J04 K08 Kerecseny,40,16,56,3,3,59,36,34,95,Zala county,J04 K08 Kerecseny
J02 K03 Kerkabarabás,57,22,79,2,2,81,32,30,113,Zala county,J02 K03 Kerkabarabás
J02 K03 Kerkafalva,27,6,33,.,.,33,16,16,49,Zala county,J02 K03 Kerkafalva
J02 K03 Kerkakutas,23,7,30,.,.,30,24,22,54,Zala county,J02 K03 Kerkakutas
J03 K04 Kerkaszentkirály,55,4,59,.,.,59,38,35,97,Zala county,J03 K04 Kerkaszentkirály
J02 K03 Kerkateskánd,33,6,39,2,2,41,26,24,67,Zala county,J02 K03 Kerkateskánd
J04 K08 Kilimán,42,13,55,1,1,56,28,24,84,Zala county,J04 K08 Kilimán
J05 K07 Kisbucsa,92,14,106,6,6,112,55,50,167,Zala county,J05 K07 Kisbucsa
J03 K04 Kiscsehi,38,8,46,.,.,46,27,26,73,Zala county,J03 K04 Kiscsehi
J06 K09 Kisgörbõ,37,6,43,1,1,44,19,18,63,Zala county,J06 K09 Kisgörbõ
J05 K07 Kiskutas,48,8,56,.,.,56,21,19,77,Zala county,J05 K07 Kiskutas
J05 K07 Kispáli,64,9,73,5,5,78,27,24,105,Zala county,J05 K07 Kispáli
J04 K08 Kisrécse,32,14,46,1,1,47,23,21,70,Zala county,J04 K08 Kisrécse
J03 K04 Kistolmács,31,11,42,3,3,45,19,19,64,Zala county,J03 K04 Kistolmács
J06 K09 Kisvásárhely,6,3,9,.,.,9,16,16,25,Zala county,J06 K09 Kisvásárhely
J02 K03 Kissziget,38,9,47,1,1,48,25,22,73,Zala county,J02 K03 Kissziget
J02 K03 Kozmadombja,9,.,9,1,1,10,9,6,19,Zala county,J02 K03 Kozmadombja
J05 K07 Kustánszeg,103,17,120,3,2,123,58,51,181,Zala county,J05 K07 Kustánszeg
J02 K03 Külsõsárd,15,2,17,1,1,18,12,11,30,Zala county,J02 K03 Külsõsárd
J05 K07 Lakhegy,99,18,117,5,5,122,62,57,184,Zala county,J05 K07 Lakhegy
J03 K04 Lasztonya,18,3,21,.,.,21,11,11,32,Zala county,J03 K04 Lasztonya
J02 K03 Lendvadedes,4,1,5,1,1,6,8,8,14,Zala county,J02 K03 Lendvadedes
J02 K03 Lendvajakabfa,3,1,4,.,.,4,12,12,16,Zala county,J02 K03 Lendvajakabfa
J05 K07 Lickóvadamos,48,11,59,1,1,60,27,26,87,Zala county,J05 K07 Lickóvadamos
J01 K09 Ligetfalva,11,1,12,1,1,13,10,10,23,Zala county,J01 K09 Ligetfalva
J03 K04 Lispeszentadorján,63,19,82,1,1,83,40,37,123,Zala county,J03 K04 Lispeszentadorján
J04 K05 Liszó,88,13,101,3,3,104,52,50,156,Zala county,J04 K05 Liszó
J02 K03 Lovászi,287,49,336,4,4,340,193,177,533,Zala county,J02 K03 Lovászi
J02 K03 Magyarföld,6,3,9,.,.,9,8,7,17,Zala county,J02 K03 Magyarföld
J04 K05 Magyarszentmiklós,61,7,68,2,2,70,27,27,97,Zala county,J04 K05 Magyarszentmiklós
J04 K05 Magyarszerdahely,94,21,115,4,4,119,44,39,163,Zala county,J04 K05 Magyarszerdahely
J03 K04 Maróc,17,2,19,.,.,19,24,23,43,Zala county,J03 K04 Maróc
J02 K03 Márokföld,10,.,10,.,.,10,14,14,24,Zala county,J02 K03 Márokföld
J04 K08 Miháld,181,46,227,5,5,232,82,69,314,Zala county,J04 K08 Miháld
J06 K09 Mihályfa,78,15,93,1,1,94,47,43,141,Zala county,J06 K09 Mihályfa
J02 K03 Mikekarácsonyfa,49,15,64,1,1,65,46,41,111,Zala county,J02 K03 Mikekarácsonyfa
J05 K07 Milejszeg,62,25,87,3,3,90,28,26,118,Zala county,J05 K07 Milejszeg
J05 K06 Misefa,61,13,74,7,7,81,19,17,100,Zala county,J05 K06 Misefa
J03 K04 Molnári,146,33,179,14,14,193,65,50,258,Zala county,J03 K04 Molnári
J04 K05 Murakeresztúr,383,92,475,21,21,496,189,163,685,Zala county,J04 K05 Murakeresztúr
J03 K04 Murarátka,59,4,63,1,1,64,47,43,111,Zala county,J03 K04 Murarátka
J03 K04 Muraszemenye,115,39,154,1,1,155,93,81,248,Zala county,J03 K04 Muraszemenye
J04 K05 Nagybakónak,76,20,96,5,5,101,60,48,161,Zala county,J04 K05 Nagybakónak
J06 K09 Nagygörbõ,27,13,40,2,2,42,35,29,77,Zala county,J06 K09 Nagygörbõ
J05 K06 Nagykapornak,184,49,233,10,9,243,99,90,342,Zala county,J05 K06 Nagykapornak
J05 K07 Nagykutas,96,19,115,7,7,122,39,34,161,Zala county,J05 K07 Nagykutas
J05 K07 Nagylengyel,116,20,136,5,5,141,40,38,181,Zala county,J05 K07 Nagylengyel
J05 K07 Nagypáli,115,18,133,.,.,133,42,38,175,Zala county,J05 K07 Nagypáli
